CUSTOMER_0,Riley-Warren,Matthew Walsh,davidbailey@alexander.com,6397702951,Port William,2026-06-12,Basic,149,23,29.3,9,30.9,3.0,High Risk
CUSTOMER_1,"Ware, Davis and Wiley",Emily Avila,joancollins@parker.com,001-237-368-1293,Carrville,2025-10-06,Basic,149,2,83.3,0,68.4,82.2,Low Risk
CUSTOMER_2,Murray Inc,Mark Marks,imitchell@mcneil.com,+1-562-571-6390x678,Caseyborough,2025-09-28,Basic,149,4,77.4,3,72.1,75.5,Low Risk
CUSTOMER_3,Torres LLC,Carrie Rogers,brianlopez@young.info,848-830-6022x4045,Aliciaton,2026-02-15,Pro,499,1,88.5,0,46.0,76.8,Low Risk
CUSTOMER_4,"Stone, Matthews and Scott",Kimberly Rose,briannawilliams@campbell-webster.com,001-488-490-4041,North Maureenstad,2026-05-16,Basic,149,0,76.7,1,76.1,84.6,Low Risk
CUSTOMER_5,Rogers PLC,Andrew Adkins,anthony13@duke-baker.info,579.865.8770,Debbieberg,2026-07-19,Enterprise,999,4,62.4,1,100.0,85.2,Low Risk
CUSTOMER_6,Hamilton-Weaver,Kevin Smith,peggybarry@murphy.biz,001-850-339-1229,East Ronaldland,2025-07-27,Enterprise,999,7,80.7,2,53.3,71.7,Medium Risk
CUSTOMER_7,Phillips Inc,James Anderson,barbarajones@miller.org,583.976.8914x797,New Kevin,2026-01-16,Basic,149,2,44.3,0,65.7,69.5,Medium Risk
CUSTOMER_8,Barnes-Perez,Benjamin Smith,harriscrystal@turner-roberson.com,001-262-473-7641,South Tanyastad,2026-01-22,Basic,149,0,69.1,2,59.5,76.6,Low Risk
CUSTOMER_9,Fleming-Osborn,Kelly Callahan,randerson@miller-adams.com,001-753-929-5618x8798,Wardborough,2026-06-21,Enterprise,999,0,98.9,0,66.2,87.8,Low Risk
CUSTOMER_10,Kirk-Nixon,Gwendolyn Stevenson,billolsen@fox-sims.com,(488)668-4962,East Meganton,2026-06-22,Basic,149,6,75.9,1,84.6,82.1,Low Risk
CUSTOMER_11,White Ltd,Keith Jones,charles09@newton-alexander.org,591-515-3706x802,South Sharon,2026-07-17,Basic,149,2,67.4,0,47.8,70.2,Medium Risk
CUSTOMER_12,"Marks, Peters and Lopez",Timothy Massey,bmoreno@valencia.com,518-273-5788x8973,West Melissa,2026-05-13,Basic,149,2,73.1,0,86.8,85.6,Low Risk
CUSTOMER_13,Allison-Ray,Crystal Pace,valdezbrett@ramos-davis.info,+1-308-976-3468x488,Port Jamesfort,2026-03-03,Basic,149,9,68.9,1,87.2,78.3,Low Risk
CUSTOMER_14,Phillips Group,Brett Johnson,cummingscharles@frazier-johnson.biz,+1-376-295-6205x8742,Wagnerberg,2026-05-30,Pro,499,6,58.3,1,52.6,65.6,Medium Risk
CUSTOMER_15,Francis-Webb,Henry King,lauraharrison@collins-clark.net,889-896-8382x86397,Lake Morgan,2026-07-08,Basic,149,1,79.2,0,67.2,81.4,Low Risk
CUSTOMER_16,Love PLC,Emily Byrd,david27@hicks.org,+1-845-813-8506x70400,Jeffreyshire,2026-04-25,Basic,149,2,51.5,0,88.1,79.5,Low Risk
CUSTOMER_17,"Anderson, Price and Martin",Melissa Lynch,dball@dickerson.com,429-217-8110,Lake Marilynton,2026-01-01,Pro,499,47,20.3,4,16.5,2.9,High Risk
CUSTOMER_18,"Stokes, Chase and Franklin",Kelly Rodriguez,ostuart@wilkins.com,001-320-452-1663x1968,Johnport,2026-01-15,Pro,499,19,82.1,0,61.6,64.6,Medium Risk
CUSTOMER_19,Green-Holloway,Ashley Blair,gmiller@barker.com,2773814457,East Thomasview,2026-02-04,Basic,149,2,46.5,0,66.3,70.4,Medium Risk
CUSTOMER_20,Warren Inc,Brent Matthews,gilleric@aguilar.com,001-411-302-5559x13656,Melissafort,2026-05-05,Pro,499,2,46.2,0,61.1,68.5,Medium Risk
CUSTOMER_21,"Morrison, Rose and Silva",David Richards,cbradford@hodge.net,909.810.8692x6221,Port Antoniochester,2026-03-13,Basic,149,0,85.5,0,79.6,88.5,Low Risk
CUSTOMER_22,Wise-Chapman,Andre Hampton,davidpatterson@love.org,001-280-249-1785x7659,Garyfurt,2025-09-22,Pro,499,4,58.4,1,69.7,73.4,Medium Risk
CUSTOMER_23,Cantu LLC,Scott Powers,millerjermaine@chase.biz,5178328035,West Glennfurt,2025-11-05,Pro,499,0,72.3,3,51.7,70.3,Medium Risk
CUSTOMER_24,Bean-French,Carolyn Lucas,arobertson@sexton.com,698.848.9786,South Taylorstad,2026-02-04,Pro,499,1,82.9,2,86.5,89.3,Low Risk
CUSTOMER_25,"Ball, Johnston and Howard",Steven Howard,davidanderson@barnes.org,+1-891-692-9181,Paigebury,2026-03-10,Basic,149,0,59.1,1,99.3,87.5,Low Risk
CUSTOMER_26,Harvey LLC,Nicole Mcdonald,bbecker@kelley-houston.com,+1-495-836-1771,Holmesville,2026-03-16,Basic,149,0,62.3,0,54.7,72.8,Medium Risk
CUSTOMER_27,Crawford-Solis,Michelle Reynolds,qdavis@whitaker.com,790-751-5952,Jesseberg,2026-03-06,Basic,149,1,54.9,1,48.6,67.6,Medium Risk
CUSTOMER_28,Smith and Sons,Jessica Marshall,brian20@brown.com,7108673331,West Billy,2025-11-14,Pro,499,3,63.3,3,54.9,66.1,Medium Risk
CUSTOMER_29,"Mcguire, French and Malone",Justin Khan,simpsonnicole@martinez.com,001-309-263-7709x584,Howellshire,2025-12-12,Basic,149,21,84.5,1,81.2,70.4,Medium Risk
CUSTOMER_30,"Miller, Peters and Mercado",Brandy Lee,qreeves@hall.com,001-641-955-5308x659,Scottberg,2025-10-15,Basic,149,1,78.2,1,87.3,88.1,Low Risk
CUSTOMER_31,Strickland PLC,Stephanie Martinez,elizabeth55@allen-keith.com,865.534.2092x2833,Josephville,2025-10-13,Pro,499,0,90.3,1,48.6,79.1,Low Risk
CUSTOMER_32,Gardner Inc,Charles Parker,kjohnson@byrd-jones.info,400.940.0706x84887,Gardnerton,2025-09-16,Basic,149,0,84.2,0,67.0,83.7,Low Risk
CUSTOMER_33,Barnes-Martinez,Nicholas Everett,paula61@hernandez.info,973-949-1154,Dawnport,2025-09-04,Basic,149,7,74.6,3,92.8,79.2,Low Risk
CUSTOMER_34,Adkins Ltd,Nathan Frost,sarah27@coleman.com,001-484-459-7661x799,South Trevor,2026-05-05,Basic,149,1,75.4,1,76.6,83.6,Low Risk
CUSTOMER_35,Anderson-Coffey,Kelly Graves,whitebrian@terry.com,+1-333-280-7452x53772,Bushhaven,2025-09-18,Enterprise,999,4,62.1,1,100.0,85.1,Low Risk
CUSTOMER_36,Villanueva LLC,Joseph French,reyesheather@lopez-coleman.biz,527.646.0283x870,Shawnburgh,2026-05-17,Basic,149,1,65.7,0,40.3,67.9,Medium Risk
CUSTOMER_37,"George, Shelton and Rich",Keith Bailey,lbarton@chaney-arnold.net,(998)985-6727x9541,South Brian,2025-10-31,Basic,149,3,64.0,0,61.6,73.1,Medium Risk
CUSTOMER_38,Johnson-Chapman,Molly Morales,smithkristen@dixon-may.com,563-310-8791x6229,New Ryanborough,2026-04-14,Basic,149,2,69.4,1,53.3,72.7,Medium Risk
CUSTOMER_39,Conway LLC,Duane Johnson,rita93@stark.net,(447)940-5251x468,West Edwintown,2026-07-24,Basic,149,2,88.1,1,85.0,89.4,Low Risk
CUSTOMER_40,Holland and Sons,Reginald Mitchell,bradleyvillanueva@white.com,316.701.9839x18301,East James,2026-01-07,Basic,149,0,72.9,1,75.7,83.4,Low Risk
CUSTOMER_41,Lawrence-Day,Ryan Yu,amy99@stokes.com,(986)627-1384x0559,Gutierrezville,2026-05-01,Pro,499,2,76.5,0,68.6,80.2,Low Risk
CUSTOMER_42,Harmon and Sons,Nicholas Williams,lbarnes@oliver-vaughn.net,(640)624-5858x57809,West Donna,2025-11-23,Basic,149,20,45.5,3,61.9,48.3,Medium Risk
CUSTOMER_43,"Olson, Davis and Hawkins",Rodney Campbell,idalton@lopez-barrett.net,001-303-298-7338x313,West Joeburgh,2026-02-15,Basic,149,7,74.5,2,65.5,74.1,Medium Risk
CUSTOMER_44,"Long, Harris and Schroeder",Heather Roberts,smithmonica@fisher.net,(976)254-6653,Weaverside,2026-07-07,Basic,149,0,53.6,1,92.6,83.5,Low Risk
CUSTOMER_45,Lewis Group,Dr. William Tyler,ewilliams@byrd-harris.org,403-885-8936,Port Samuelport,2025-10-21,Pro,499,6,85.1,1,53.2,73.9,Medium Risk
CUSTOMER_46,Moore Group,Spencer Benitez,cindyevans@lewis-jones.net,(799)288-3663,South Davidton,2026-03-22,Pro,499,0,39.9,3,74.9,68.7,Medium Risk
CUSTOMER_47,"Summers, Villegas and Ramos",Dawn Allen,elizabeth20@chen.net,683-278-3315x84370,Yorkport,2025-12-23,Basic,149,2,76.2,0,62.7,78.1,Low Risk
CUSTOMER_48,"Kaiser, Watts and Dillon",Keith Stokes,natasha74@lewis-henry.org,(491)471-5452x5670,Samanthashire,2026-04-22,Basic,149,3,66.5,2,73.1,77.9,Low Risk
CUSTOMER_49,Mcgee LLC,Dennis Martinez,mcdonaldbarbara@cobb.org,685.912.8723x83596,New Shannonshire,2026-03-29,Pro,499,2,72.7,2,96.7,88.9,Low Risk
CUSTOMER_50,Jackson-Cooper,Jonathan Manning,davisryan@bush-beard.info,558-791-2852x06659,Annettemouth,2025-08-21,Pro,499,22,17.3,4,25.7,20.9,High Risk
CUSTOMER_51,Rivas-Moreno,Drew Perez,berrykelsey@summers-jones.com,(395)932-0770x576,West Shawnchester,2026-07-20,Pro,499,3,68.8,0,80.0,81.0,Low Risk
CUSTOMER_52,Bell Group,Evelyn Randolph DVM,petersenwilliam@potter.com,(714)508-9395x451,West Vicki,2025-09-01,Basic,149,0,59.0,2,74.7,78.8,Low Risk
